Player,Pos,FG%,3P,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
James Johnson\johnsja01,PF,.503,0.8,.550,.698,4.9,3.8,1.0,0.7,1.9,10.8
Joe Johnson\johnsjo02,SF,.406,0.7,.461,.889,3.1,1.5,0.3,0.1,0.9,6.8
Omari Johnson\johnsom01,PF,.429,1.0,.524,,2.8,1.8,0.5,0.0,0.8,5.5
Stanley Johnson\johnsst04,SF,.375,1.0,.435,.772,3.7,1.6,1.4,0.2,1.1,8.7
Tyler Johnson\johnsty01,PG,.435,1.7,.518,.822,3.4,2.3,0.8,0.5,1.1,11.7
Wesley Johnson\johnswe01,SF,.408,0.8,.489,.741,2.9,0.8,1.0,0.8,0.7,5.4
Nikola Jokić\jokicni01,C,.499,1.5,.554,.850,10.7,6.1,1.2,0.8,2.8,18.5
Damian Jones\jonesda03,C,.500,0.0,.500,.600,0.9,0.1,0.1,0.2,0.3,1.7
Derrick Jones Jr.\jonesde02,SF,.396,0.2,.425,.667,1.9,0.5,0.2,0.7,0.4,3.1
Jalen Jones\jonesja04,SF,.382,0.6,.456,.632,2.4,0.3,0.3,0.1,0.4,4.6
Tyus Jones\jonesty01,PG,.457,0.5,.526,.877,1.6,2.8,1.2,0.1,0.7,5.1
DeAndre Jordan\jordade01,C,.645,0.0,.645,.580,15.2,1.5,0.5,0.9,1.8,12.0
Cory Joseph\josepco01,PG,.424,0.8,.479,.745,3.2,3.2,1.0,0.2,1.1,7.9
Frank Kaminsky\kaminfr01,PF,.429,1.3,.501,.799,3.6,1.6,0.5,0.2,0.8,11.1
Enes Kanter\kanteen01,C,.592,0.0,.592,.848,11.0,1.5,0.5,0.5,1.7,14.1
Luke Kennard\kennalu01,SG,.443,1.1,.530,.855,2.4,1.7,0.6,0.2,0.9,7.6
Michael Kidd-Gilchrist\kiddgmi01,SF,.504,0.0,.504,.684,4.1,1.0,0.7,0.4,0.7,9.2
Sean Kilpatrick\kilpase01,SG,.374,0.9,.452,.889,1.7,0.9,0.3,0.1,0.7,6.3
Maxi Kleber\klebima01,PF,.489,0.6,.553,.746,3.3,0.7,0.4,0.7,0.4,5.4
Furkan Korkmaz\korkmfu01,SG,.286,0.4,.375,.500,0.8,0.3,0.1,0.1,0.1,1.6
Luke Kornet\kornelu01,PF,.392,1.4,.504,.727,3.2,1.3,0.3,0.8,0.6,6.7
Kyle Korver\korveky01,SG,.459,2.2,.628,.889,2.3,1.2,0.4,0.4,0.8,9.2
Kosta Koufos\koufoko01,C,.571,0.0,.571,.446,6.6,1.2,0.7,0.5,0.7,6.7
Kyle Kuzma\kuzmaky01,PF,.450,2.1,.527,.707,6.3,1.8,0.6,0.4,1.8,16.1
Mindaugas Kuzminskas\kuzmimi01,SF,.000,0.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0
Skal Labissière\labissk01,PF,.448,0.3,.467,.805,4.8,1.2,0.4,0.8,1.2,8.7
Jeremy Lamb\lambje01,SG,.457,1.2,.513,.861,4.1,2.3,0.8,0.4,1.2,12.9
Shane Larkin\larkish01,PG,.384,0.6,.454,.865,1.7,1.8,0.5,0.0,0.6,4.3
Joffrey Lauvergne\lauvejo01,C,.516,0.0,.516,.638,3.1,0.7,0.2,0.1,0.6,4.1
Zach LaVine\lavinza01,SG,.383,1.8,.442,.813,3.9,3.0,1.0,0.2,1.8,16.7
Jake Layman\laymaja01,SF,.298,0.1,.340,.667,0.5,0.3,0.2,0.1,0.1,1.0
T.J. Leaf\leaftj01,PF,.471,0.3,.537,.625,1.5,0.2,0.1,0.1,0.2,2.9
Courtney Lee\leeco01,SG,.454,1.5,.529,.919,2.9,2.4,1.1,0.2,1.1,12.0
Damion Lee\leeda03,SG,.408,1.0,.457,.759,4.7,1.9,1.3,0.1,0.9,10.7
Walt Lemon Jr.\lemonwa01,PG,.438,0.2,.469,.667,0.4,1.0,0.0,0.2,0.8,3.4
Alex Len\lenal01,C,.566,0.0,.567,.684,7.5,1.2,0.4,0.9,1.1,8.5
Kawhi Leonard\leonaka01,SF,.468,1.2,.518,.816,4.7,2.3,2.0,1.0,1.8,16.2
Meyers Leonard\leoname01,C,.590,0.3,.660,.818,2.1,0.5,0.2,0.0,0.3,3.4
Jon Leuer\leuerjo01,PF,.417,0.0,.417,.867,4.0,0.6,0.1,0.4,0.9,5.4
Caris LeVert\leverca01,SF,.435,1.2,.493,.711,3.7,4.2,1.2,0.3,2.2,12.1
DeAndre Liggins\liggide01,SG,.377,0.3,.467,.400,1.3,0.8,0.6,0.2,0.3,1.7
Damian Lillard\lillada01,PG,.439,3.1,.519,.916,4.5,6.6,1.1,0.4,2.8,26.9
Jeremy Lin\linje01,PG,.417,1.0,.458,1.000,0.0,4.0,0.0,0.0,3.0,18.0
Shaun Livingston\livinsh01,PG,.501,0.0,.501,.820,1.8,2.0,0.5,0.3,0.8,5.5
Kevon Looney\looneke01,C,.580,0.0,.583,.545,3.3,0.6,0.5,0.8,0.5,4.0
Brook Lopez\lopezbr01,C,.465,1.5,.536,.703,4.0,1.7,0.4,1.3,1.3,13.0
Robin Lopez\lopezro01,C,.530,0.1,.533,.756,4.5,1.9,0.2,0.8,1.7,11.8
Kevin Love\loveke01,C,.458,2.3,.552,.880,9.3,1.7,0.7,0.4,1.5,17.6
Kyle Lowry\lowryky01,PG,.427,3.1,.553,.854,5.6,6.9,1.1,0.2,2.3,16.2
Timothé Luwawu-Cabarrot\luwawti01,SF,.375,1.0,.474,.793,1.4,1.0,0.2,0.1,0.7,5.8
Tyler Lydon\lydonty01,PF,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles\lylestr01,PF,.491,1.1,.566,.706,4.8,1.2,0.4,0.5,0.8,9.9
Shelvin Mack\macksh01,PG,.430,0.7,.488,.711,2.4,3.9,0.8,0.1,1.3,6.9
Josh Magette\magetjo01,PG,.326,0.4,.413,1.000,1.1,3.2,0.4,0.1,0.5,2.6
Ian Mahinmi\mahinia01,C,.556,0.0,.556,.703,4.1,0.7,0.5,0.5,1.3,4.8
Thon Maker\makerth01,C,.411,0.4,.460,.699,3.0,0.6,0.5,0.7,0.6,4.8
Boban Marjanović\marjabo01,C,.534,0.0,.534,.794,3.7,0.6,0.3,0.3,0.9,6.0
Lauri Markkanen\markkla01,PF,.434,2.1,.518,.843,7.5,1.2,0.6,0.6,1.2,15.2
Jarell Martin\martija01,PF,.446,0.5,.480,.767,4.4,1.0,0.5,0.7,1.2,7.7
Frank Mason III\masonfr01,PG,.379,0.6,.420,.817,2.5,2.8,0.7,0.2,1.3,7.9
Mangok Mathiang\mathima01,C,.571,0.0,.571,.000,2.5,0.0,0.3,0.0,0.0,2.0
Wesley Matthews\matthwe02,SF,.406,2.4,.516,.822,3.1,2.7,1.2,0.3,1.3,12.7
Luc Mbah a Moute\mbahalu01,PF,.481,1.0,.572,.684,3.0,0.9,1.2,0.4,1.1,7.5
James Michael McAdoo\mcadoja01,PF,.286,0.7,.429,1.000,0.7,0.0,0.0,0.3,0.3,2.7
Patrick McCaw\mccawpa01,SG,.409,0.3,.451,.765,1.4,1.4,0.8,0.2,0.7,4.0
CJ McCollum\mccolcj01,SG,.443,2.3,.506,.836,4.0,3.4,1.0,0.4,1.9,21.4
T.J. McConnell\mccontj01,PG,.499,0.4,.531,.795,3.0,4.0,1.2,0.2,1.5,6.3
Erik McCree\mccreer01,SF,.000,0.0,.000,,0.3,0.0,0.3,0.0,0.3,0.0
Chris McCullough\mcculch01,PF,.429,0.1,.440,.643,1.3,0.2,0.0,0.3,0.1,2.4
Doug McDermott\mcderdo01,SF,.467,1.1,.557,.790,2.5,1.0,0.2,0.2,0.7,7.8
JaVale McGee\mcgeeja01,C,.621,0.0,.621,.731,2.6,0.5,0.3,0.9,0.4,4.8
Rodney McGruder\mcgruro01,SG,.493,0.8,.596,.500,1.8,0.9,0.4,0.2,0.2,5.1
Trey McKinney-Jones\mckintr01,SG,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie\mckinal01,SF,.533,0.2,.633,.667,0.5,0.1,0.1,0.1,0.2,1.5
Ben McLemore\mclembe01,SG,.421,1.0,.495,.828,2.5,0.9,0.7,0.3,1.1,7.5
Josh McRoberts\mcrobjo01,PF,.000,0.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0
Jodie Meeks\meeksjo01,SG,.399,0.9,.491,.863,1.6,0.9,0.4,0.1,0.5,6.3
Salah Mejri\mejrisa01,C,.642,0.0,.642,.576,4.0,0.6,0.4,1.1,0.6,3.5
Jordan Mickey\mickejo01,PF,.476,0.1,.488,.684,3.5,0.4,0.3,0.4,0.8,4.0
Khris Middleton\middlkh01,SF,.466,1.8,.524,.884,5.2,4.0,1.5,0.3,2.3,20.1
C.J. Miles\milescj01,SF,.379,2.3,.516,.835,2.2,0.8,0.5,0.3,0.6,10.0
Darius Miller\milleda01,SF,.444,1.8,.594,.866,2.0,1.4,0.3,0.2,0.7,7.8
Malcolm Miller\millema01,SF,.464,0.5,.607,1.000,1.0,0.2,0.1,0.1,0.3,2.5
Patty Mills\millspa02,PG,.411,1.9,.523,.890,1.9,2.8,0.7,0.1,1.3,10.0
Paul Millsap\millspa01,PF,.464,1.0,.509,.696,6.4,2.8,1.0,1.2,1.9,14.6
Nikola Mirotić\mirotni01,PF,.447,2.5,.546,.818,7.4,1.5,0.8,0.7,1.1,15.6
Donovan Mitchell\mitchdo01,SG,.437,2.4,.506,.805,3.7,3.7,1.5,0.3,2.7,20.5
Naz Mitrou-Long\mitrona01,SG,1.000,1.0,1.500,,0.0,0.0,0.0,0.0,0.0,3.0
Malik Monk\monkma01,SG,.360,1.3,.458,.842,1.0,1.4,0.3,0.1,0.8,6.7
Greg Monroe\monrogr01,C,.565,0.0,.565,.739,6.9,2.2,0.9,0.5,1.8,10.3
Luis Montero\montelu01,SG,.000,0.0,.000,,1.0,0.0,0.0,0.0,1.0,0.0
Ben Moore\moorebe01,PF,,0.0,,,0.5,0.5,0.0,0.0,0.0,0.0
E'Twaun Moore\mooreet01,SG,.508,1.6,.585,.706,2.9,2.3,1.0,0.1,1.2,12.5
Eric Moreland\moreler01,PF,.541,0.0,.541,.379,4.1,1.2,0.5,0.8,0.6,2.1
Jaylen Morris\morrija01,SG,.406,0.3,.438,,2.7,1.2,0.3,0.2,1.0,4.7
Marcus Morris\morrima03,PF,.429,1.6,.499,.805,5.4,1.3,0.6,0.2,1.2,13.6
Markieff Morris\morrima02,PF,.480,1.0,.536,.820,5.6,1.9,0.8,0.5,1.7,11.5
Monte Morris\morrimo01,PG,.667,0.0,.667,1.000,0.7,2.3,1.0,0.0,0.3,3.3
Johnathan Motley\motlejo01,PF,.533,0.1,.540,.536,4.5,0.6,0.3,0.2,0.8,8.7
Timofey Mozgov\mozgoti01,C,.559,0.1,.581,.767,3.2,0.4,0.2,0.4,1.1,4.2
Emmanuel Mudiay\mudiaem01,PG,.388,0.7,.433,.760,2.4,3.2,0.6,0.2,1.8,8.6
Shabazz Muhammad\muhamsh01,SF-SG,.447,0.2,.465,.780,1.8,0.3,0.2,0.1,0.1,5.0
Xavier Munford\munfoxa02,SG,.167,0.0,.167,.500,0.2,0.7,0.2,0.0,0.3,0.5
Dejounte Murray\murrade01,PG,.443,0.1,.451,.709,5.7,2.9,1.2,0.4,1.7,8.1
Jamal Murray\murraja01,PG,.451,2.0,.529,.905,3.7,3.4,1.0,0.3,2.1,16.7
Mike Muscala\muscami01,C,.458,1.2,.558,.919,4.3,1.0,0.6,0.5,0.8,7.6
Abdel Nader\naderab01,SF,.336,0.5,.413,.590,1.5,0.5,0.3,0.2,0.7,3.0
Larry Nance Jr.\nancela02,C,.581,0.0,.584,.664,6.8,1.2,1.3,0.6,0.8,8.7
Shabazz Napier\napiesh01,PG,.420,1.1,.497,.841,2.3,2.0,1.1,0.2,1.2,8.7
Jameer Nelson\nelsoja01,PG,.389,0.8,.473,.800,2.1,3.6,0.5,0.1,1.3,4.9
Raul Neto\netora01,PG,.457,0.5,.520,.743,1.2,1.8,0.3,0.1,0.9,4.5
Georges Niang\niangge01,PF,.364,0.0,.364,.500,1.0,0.3,0.2,0.0,0.3,1.0
Joakim Noah\noahjo01,C,.500,0.0,.500,.500,2.0,0.6,0.3,0.3,0.6,1.7
Nerlens Noel\noelne01,C,.524,0.0,.524,.750,5.6,0.7,1.0,0.7,0.9,4.4
Lucas Nogueira\noguelu01,C,.613,0.1,.644,.679,1.8,0.4,0.5,0.9,0.3,2.5
Dirk Nowitzki\nowitdi01,C,.456,1.8,.547,.898,5.7,1.6,0.6,0.6,0.7,12.0
Frank Ntilikina\ntilila01,PG,.364,0.6,.414,.721,2.3,3.2,0.8,0.2,1.7,5.9
Jusuf Nurkić\nurkiju01,C,.505,0.0,.505,.630,9.0,1.8,0.8,1.4,2.3,14.3
David Nwaba\nwabada01,SG,.478,0.3,.499,.655,4.7,1.5,0.8,0.4,1.1,7.9
Johnny O'Bryant\obryajo01,PF,.398,0.4,.439,.840,2.6,0.4,0.3,0.2,0.4,4.8
Royce O'Neale\onealro01,SF,.423,0.6,.496,.803,3.4,1.4,0.5,0.2,0.8,5.0
Kyle O'Quinn\oquinky01,C,.583,0.1,.589,.772,6.1,2.1,0.5,1.3,1.3,7.1
Semi Ojeleye\ojelese01,PF,.346,0.5,.452,.610,2.2,0.3,0.3,0.1,0.3,2.7
Emeka Okafor\okafoem01,C,.505,0.0,.505,.818,4.6,0.3,0.3,1.0,0.5,4.4
Jahlil Okafor\okafoja01,C,.558,0.0,.562,.724,3.0,0.4,0.1,0.6,0.8,6.3
Victor Oladipo\oladivi01,SG,.477,2.1,.537,.799,5.2,4.3,2.4,0.8,2.9,23.1
Kelly Olynyk\olynyke01,PF,.497,1.4,.580,.770,5.7,2.7,0.8,0.5,1.9,11.5
Chinanu Onuaku\onuakch01,C,.400,0.0,.400,,4.0,1.0,0.0,0.0,3.0,4.0
Cedi Osman\osmande01,SF,.484,0.5,.570,.565,2.0,0.7,0.4,0.0,0.5,3.9
Kelly Oubre Jr.\oubreke01,SF,.403,1.6,.482,.820,4.5,1.2,1.0,0.4,1.1,11.8
Zaza Pachulia\pachuza01,C,.564,0.0,.564,.806,4.7,1.6,0.6,0.2,1.0,5.4
Marcus Paige\paigema01,PG,.286,0.4,.357,1.000,0.8,0.6,0.0,0.0,0.0,2.4
Georgios Papagiannis\papagge01,C,.429,0.0,.429,,2.2,0.5,0.2,0.4,0.5,2.1
Jabari Parker\parkeja01,PF,.482,1.0,.529,.741,4.9,1.9,0.8,0.3,1.5,12.6
Tony Parker\parketo01,PG,.459,0.2,.472,.705,1.7,3.5,0.5,0.0,1.2,7.7
Chandler Parsons\parsoch01,SF,.462,1.4,.571,.630,2.5,1.9,0.5,0.3,1.0,7.9
Patrick Patterson\pattepa01,PF,.398,0.8,.523,.870,2.4,0.7,0.6,0.3,0.4,3.9
Justin Patton\pattoju01,C,.500,0.0,.500,,0.0,0.0,1.0,0.0,0.0,2.0
Brandon Paul\paulbr01,SG,.433,0.2,.492,.512,1.1,0.6,0.4,0.1,0.5,2.3
Chris Paul\paulch01,PG,.460,2.5,.550,.919,5.4,7.9,1.7,0.2,2.2,18.6
Adreian Payne\paynead01,PF,.700,0.4,.800,.833,1.8,0.0,0.4,0.0,0.4,4.2
Cameron Payne\payneca01,PG,.405,1.4,.486,.750,2.8,4.5,1.0,0.4,1.4,8.8
Elfrid Payton\paytoel01,PG,.493,0.5,.516,.649,4.3,6.2,1.3,0.3,2.7,12.7
Gary Payton II\paytoga02,PG,.405,0.3,.446,.333,1.9,0.9,0.3,0.1,0.3,3.0
Kendrick Perkins\perkike01,C,.500,0.0,.500,.500,1.0,2.0,1.0,0.0,1.0,3.0
London Perrantes\perralo01,PG,.154,0.0,.154,.600,0.3,0.4,0.1,0.1,0.1,0.5
Alec Peters\peteral01,PF,.378,0.9,.500,.800,1.9,0.6,0.1,0.1,0.2,4.1
Marshall Plumlee\plumlma02,C,.333,0.0,.333,.750,2.1,0.3,0.0,0.1,0.4,1.8
Mason Plumlee\plumlma01,C,.601,0.0,.601,.458,5.4,1.9,0.7,1.1,1.4,7.1
Miles Plumlee\plumlmi01,C,.583,0.0,.583,.450,4.1,0.8,0.3,0.5,1.1,4.3
Jakob Poeltl\poeltja01,C,.659,0.0,.660,.594,4.8,0.7,0.5,1.2,1.0,6.9
Quincy Pondexter\pondequ01,SF,.286,0.1,.316,.824,1.2,0.4,0.3,0.1,0.5,2.0
Otto Porter\porteot01,SF,.503,1.8,.581,.828,6.4,2.0,1.5,0.5,1.0,14.7
Bobby Portis\portibo01,PF,.471,1.1,.520,.769,6.8,1.7,0.7,0.3,1.4,13.2
Kristaps Porziņģis\porzikr01,PF,.439,1.9,.489,.793,6.6,1.2,0.8,2.4,1.9,22.7
Dwight Powell\poweldw01,C,.593,0.4,.626,.719,5.6,1.2,0.8,0.4,0.7,8.5
Norman Powell\powelno01,SG,.401,0.8,.472,.821,1.7,1.3,0.5,0.2,0.9,5.5
Alex Poythress\poythal01,PF,.423,0.2,.500,,0.7,0.1,0.1,0.0,0.1,1.0
Taurean Prince\princta02,SF,.426,2.1,.516,.844,4.7,2.6,1.0,0.5,2.3,14.1
Jacob Pullen\pulleja01,PG,.500,0.0,.500,,0.0,0.0,0.0,0.0,0.3,0.7
Rodney Purvis\purviro01,SG,.327,0.8,.388,.867,1.7,1.1,0.2,0.2,0.6,6.0
Zhou Qi\qizh01,C,.188,0.1,.219,.667,1.2,0.1,0.1,0.8,0.6,1.2
Tim Quarterman\quartti01,SG,.333,0.0,.333,1.000,1.0,0.3,0.0,0.0,0.7,1.3
Ivan Rabb\rabbiv01,PF,.566,0.0,.566,.806,4.4,0.9,0.3,0.4,1.0,5.6
Julius Randle\randlju01,C,.558,0.1,.563,.718,8.0,2.6,0.5,0.5,2.6,16.1
Zach Randolph\randoza01,PF,.473,0.9,.507,.785,6.7,2.2,0.7,0.2,2.0,14.5
Xavier Rathan-Mayes\rathaxa01,SG,.286,0.2,.298,.444,1.0,3.6,1.2,0.6,2.2,5.8
J.J. Redick\redicjj01,SG,.460,2.8,.569,.904,2.5,3.0,0.5,0.1,1.5,17.1
Davon Reed\reedda01,SG,.289,0.5,.362,.667,1.9,0.6,0.5,0.1,0.5,3.0
Willie Reed\reedwi02,C,.669,0.0,.674,.582,2.9,0.2,0.2,0.5,0.5,4.6
Josh Richardson\richajo01,SF,.451,1.6,.523,.845,3.5,2.9,1.5,0.9,1.7,12.9
Malachi Richardson\richama01,SG,.333,0.5,.400,.773,1.3,0.5,0.4,0.0,0.4,3.4
Austin Rivers\riverau01,SG,.424,2.2,.508,.642,2.4,4.0,1.2,0.3,1.8,15.1
Andre Roberson\roberan03,SG,.537,0.2,.562,.316,4.7,1.2,1.2,0.9,0.8,5.0
Devin Robinson\robinde01,SF,.333,0.0,.333,,5.0,0.0,1.0,0.0,0.0,2.0
Glenn Robinson III\robingl02,SF,.424,0.6,.506,.818,1.6,0.7,0.6,0.0,0.2,4.1
Rajon Rondo\rondora01,PG,.468,0.8,.518,.543,4.0,8.2,1.1,0.2,2.3,8.3
Derrick Rose\rosede01,PG,.435,0.3,.454,.870,1.4,1.5,0.3,0.2,1.4,8.4
Terrence Ross\rosste01,SG,.398,1.3,.476,.750,3.0,1.6,1.1,0.5,1.2,8.7
Terry Rozier\roziete01,PG,.395,1.9,.491,.772,4.7,2.9,1.0,0.2,1.0,11.3
Ricky Rubio\rubiori01,PG,.418,1.2,.476,.866,4.6,5.3,1.6,0.1,2.7,13.1
D'Angelo Russell\russeda01,PG,.414,1.9,.481,.740,3.9,5.2,0.8,0.4,3.1,15.5
Domantas Sabonis\sabondo01,C,.514,0.2,.524,.750,7.7,2.0,0.5,0.4,1.9,11.6
JaKarr Sampson\sampsja02,SF,.543,0.2,.574,.625,3.5,0.4,0.4,1.0,0.4,4.7
Dario Šarić\saricda01,PF,.453,2.0,.541,.860,6.7,2.6,0.7,0.3,1.9,14.6
Tomáš Satoranský\satorto01,SG,.523,0.6,.585,.781,3.2,3.9,0.7,0.2,1.1,7.2
Dennis Schröder\schrode01,PG,.436,1.1,.469,.849,3.1,6.2,1.1,0.1,2.7,19.4
Mike Scott\scottmi01,PF,.527,0.9,.590,.658,3.3,1.1,0.3,0.1,1.0,8.8
Thabo Sefolosha\sefolth01,SF,.492,0.8,.558,.815,4.2,0.9,1.4,0.3,0.8,8.2
Wayne Selden\seldewa01,SG,.431,1.4,.522,.746,1.6,1.9,0.5,0.1,1.5,9.3
Ramon Sessions\sessira01,PG,.359,0.3,.393,.772,1.4,2.8,0.5,0.1,1.1,4.9
Iman Shumpert\shumpim01,SG,.379,0.5,.440,.733,2.9,1.2,0.6,0.3,1.1,4.4
Pascal Siakam\siakapa01,PF,.508,0.4,.537,.621,4.5,2.0,0.8,0.5,0.8,7.3
Xavier Silas\silasxa01,SG,.000,0.0,.000,,1.0,0.0,0.5,0.0,0.0,0.0
Ben Simmons\simmobe01,PG,.545,0.0,.545,.560,8.1,8.2,1.7,0.9,3.4,15.8
Jonathon Simmons\simmojo02,SG,.465,1.0,.511,.768,3.5,2.5,0.8,0.2,2.1,13.9
Kobi Simmons\simmoko01,PG,.423,0.3,.452,1.000,1.6,2.1,0.6,0.2,1.4,6.1
Kyle Singler\singlky01,SF,.333,0.2,.381,.538,0.8,0.2,0.1,0.0,0.3,1.9
Marcus Smart\smartma01,SG,.367,1.4,.440,.729,3.5,4.8,1.3,0.4,2.4,10.2
Dennis Smith Jr.\smithde03,PG,.395,1.5,.446,.694,3.8,5.2,1.0,0.3,2.8,15.2
Ish Smith\smithis01,PG,.486,0.4,.507,.698,2.7,4.4,0.8,0.2,1.3,10.9
J.R. Smith\smithjr01,SG,.403,1.8,.524,.696,2.9,1.8,0.9,0.1,1.0,8.3
Jason Smith\smithja02,C,.391,0.1,.409,.905,1.6,0.4,0.1,0.4,0.5,3.4
Josh Smith\smithjo03,PF,.250,0.0,.250,,1.3,0.0,0.0,0.0,0.0,0.7
Tony Snell\snellto01,SG,.435,1.4,.562,.792,1.9,1.3,0.6,0.4,0.5,6.9
Marreese Speights\speigma01,C,.395,1.7,.519,.727,2.6,0.8,0.2,0.4,0.8,7.7
Nik Stauskas\stausni01,SG,.390,1.0,.519,.724,1.6,1.0,0.2,0.1,0.6,4.4
Lance Stephenson\stephla01,SG,.427,0.8,.475,.661,5.2,2.9,0.6,0.2,1.6,9.2
David Stockton\stockda01,PG,.667,0.7,1.000,1.000,0.0,0.0,0.0,0.0,0.3,3.3
Julyan Stone\stoneju01,SG,.462,0.3,.692,.500,1.3,1.1,0.2,0.1,0.3,0.8
Edmond Sumner\sumneed01,PG,1.000,0.0,1.000,,1.0,0.0,0.0,0.0,0.0,2.0
Caleb Swanigan\swanica01,PF,.400,0.0,.408,.667,2.0,0.5,0.2,0.1,0.7,2.3
Jayson Tatum\tatumja01,SF,.475,1.3,.538,.826,5.0,1.6,1.0,0.7,1.4,13.9
Isaiah Taylor\taylois01,PG,.418,0.3,.444,.702,1.4,3.1,0.5,0.1,1.3,6.6
Jeff Teague\teaguje01,PG,.446,1.2,.499,.845,3.0,7.0,1.5,0.3,2.5,14.2
Marquis Teague\teaguma01,PG,.250,0.3,.281,.400,2.0,4.3,1.3,0.0,1.0,3.7
Mirza Teletović\teletmi01,PF,.439,2.1,.623,,2.3,1.0,0.4,0.1,0.7,7.1
Garrett Temple\templga01,SG,.418,1.4,.512,.769,2.3,1.9,0.9,0.4,1.2,8.4
Miloš Teodosić\teodomi01,PG,.419,2.0,.542,.848,2.8,4.6,0.5,0.1,2.2,9.5
Jason Terry\terryja01,SG,.383,0.8,.513,.889,0.9,1.2,0.8,0.3,0.5,3.3
Daniel Theis\theisda01,C,.541,0.3,.579,.753,4.3,0.9,0.5,0.8,0.9,5.3
Isaiah Thomas\thomais02,PG,.373,1.7,.438,.893,2.1,4.8,0.5,0.1,3.0,15.2
Lance Thomas\thomala01,PF,.382,0.7,.476,.830,2.4,0.6,0.4,0.2,0.5,4.1
Klay Thompson\thompkl01,SG,.488,3.1,.585,.837,3.8,2.5,0.8,0.5,1.8,20.0
Tristan Thompson\thomptr01,C,.562,0.0,.562,.544,6.6,0.6,0.3,0.3,0.7,5.8
Sindarius Thornwell\thornsi01,SG,.429,0.3,.479,.670,1.9,0.9,0.7,0.3,0.7,3.9
Anthony Tolliver\tollian01,PF,.464,2.0,.632,.797,3.1,1.1,0.4,0.3,0.7,8.9
Karl-Anthony Towns\townska01,C,.545,1.5,.596,.858,12.3,2.4,0.8,1.4,1.9,21.3
P.J. Tucker\tuckepj01,PF,.390,1.4,.520,.717,5.6,0.9,1.0,0.3,0.9,6.1
Evan Turner\turneev01,SF,.447,0.5,.484,.850,3.1,2.2,0.6,0.4,1.3,8.2
Myles Turner\turnemy01,C,.479,0.9,.523,.777,6.4,1.3,0.6,1.8,1.5,12.7
Ekpe Udoh\udohek01,C,.500,0.0,.500,.750,2.4,0.8,0.7,1.2,0.3,2.6
Tyler Ulis\ulisty01,PG,.388,0.6,.426,.832,1.8,4.4,1.0,0.1,1.8,7.8
Jonas Valančiūnas\valanjo01,C,.568,0.4,.590,.806,8.6,1.1,0.4,0.9,1.5,12.7
Denzel Valentine\valende01,SG,.417,1.9,.517,.745,5.1,3.2,0.8,0.1,1.3,10.2
Fred VanVleet\vanvlfr01,PG,.426,1.4,.525,.832,2.4,3.2,0.9,0.3,1.0,8.6
Rashad Vaughn\vaughra01,SG,.411,0.5,.536,.667,0.8,0.5,0.2,0.1,0.2,2.3
Noah Vonleh\vonleno01,PF,.444,0.4,.487,.621,5.8,0.6,0.4,0.3,0.6,4.9
Nikola Vučević\vucevni01,C,.475,1.1,.513,.819,9.2,3.4,1.0,1.1,1.9,16.5
Dwyane Wade\wadedw01,SG,.438,0.5,.462,.714,3.8,3.4,0.9,0.7,2.1,11.4
Dion Waiters\waitedi01,SG,.398,1.7,.461,.739,2.6,3.8,0.8,0.3,2.3,14.3
Kemba Walker\walkeke02,PG,.431,2.9,.516,.864,3.1,5.6,1.1,0.3,2.2,22.1
John Wall\walljo01,PG,.420,1.5,.466,.726,3.7,9.6,1.4,1.1,3.9,19.4
Tyrone Wallace\wallaty01,PG,.445,0.3,.466,.782,3.5,2.4,0.9,0.4,1.5,9.7
Derrick Walton\waltode01,PG,.320,0.4,.460,1.000,1.0,1.0,0.4,0.2,0.1,1.8
Jameel Warney\warneja01,PF,.583,0.0,.583,.600,3.0,0.0,0.0,0.0,0.3,5.7
T.J. Warren\warretj01,SF,.498,0.3,.507,.757,5.1,1.3,1.0,0.6,1.3,19.6
Travis Wear\weartr01,SF,.347,1.0,.465,1.000,2.2,0.4,0.2,0.3,0.4,4.4
James Webb III\webbja01,SF,.250,0.4,.333,,2.4,0.4,0.1,0.0,0.4,1.6
Briante Weber\weberbr01,PG,.442,0.2,.488,.800,1.9,1.2,1.0,0.3,0.8,2.8
David West\westda01,C,.571,0.0,.575,.759,3.3,1.9,0.6,1.0,1.1,6.8
Russell Westbrook\westbru01,PG,.449,1.2,.477,.737,10.1,10.3,1.8,0.3,4.8,25.4
Andrew White\whitean01,SF,.342,1.2,.466,.250,2.3,0.4,0.2,0.1,0.5,4.6
Derrick White\whitede01,PG,.485,0.5,.606,.700,1.5,0.5,0.2,0.2,0.4,3.2
Okaro White\whiteok01,PF,.438,0.7,.563,.667,1.8,0.3,0.2,0.2,0.2,3.3
Isaiah Whitehead\whiteis01,PG,.465,0.4,.506,.684,1.6,1.3,0.5,0.1,1.5,6.3
Hassan Whiteside\whiteha01,C,.540,0.0,.542,.703,11.4,1.0,0.7,1.7,1.7,14.0
